chunk_id,document_id,section_number,section_name,content_type,token_count,cas_numbers,hazard_codes,keywords,content_preview
FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy_S02_002,FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy,2,Identificación de peligros,text,144,,P305; P337; P338; P313; P235; P351; P501; P403,Peligros no clasificados en otra parte : No se conoce ninguno; los; Eliminar; en; 501 ; Almacenar; lavado; Mantener; lentes; locales; minutos; 337 ; No; Si; todas; facilidad; otra; presentes; P235; almacenamiento; conoce; durante; 338 ; con; clasificados; pueda; agua; En; 305 ; ventilado; Peligros; ocular; ojos; P403; P305; caso; internacionales; Quitar; contenido; ninguno; no; el; lugar; P351; Enjuagar; P338; P313; un; P501; hacerse; P337; recipiente; se; cuidadosamente; 403 ; conforme; la; Proseguir; regionales; 351 ; reglamentaciones; las; parte; Consultar; 313 ; y; persiste; 235 ; nacionales; cuando; bien; varios; fresco; a; de; Almacenamiento; e; contacto,P305 + P351 + P338 - En caso de contacto con los ojos: Enjuagar con agua cuidadosamente durante vari...
FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy_S03_001,FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy,3,Composición/información sobre los ingredientes,text,512,64742-95-6; 109-99-9; 111-76-2; 67-64-1; 100-41-4; 1330-20-7; 14808-60-7; 123-42-2; 95-63-6; 25068-38-6,,"aire; ≤3 ; inmediatamente; inferior; los; Xilenos; beber; figuran; Nombre; en; menos; ≤50 ; HG; deban; 25068-38-6; nada; ha; Butoxietanol; 2; 100-41-4; salud; una; al; Procurar; lotes; lentes;  111-76; ≤0.3 ; laboral; entre; ≤25 ; ≤8.5 ; componentes; baja; ligera; existir; porque; No; consciente; Si; proveedor; sea; camisa; inconsciente; buena; 6 ; 67-64-1; Los; hay; corbata; Verificar; Quartz; 95-63-6; titanio; adicional; 1330-20-7; descompuesta; con; Corlar; ser; boca; agua; 123-42-2; En; posible; epiclorhidrina; presente; Tetrahydrofuran; alcohol; ocasionalmente; para; persona; inducir; ≥10 ; debe; concentraciones; expresamente; lo;  64742-95; pulmones; ojos; Trimetilbenceno; indique; personal; levantando; ≤1.4 ; caso; Diacetona; apretado; presenta; dentales; no; ≤6.9 ; el;  134667-7 ; 9 ; Asegure; todo; estar;  67-64;  1330-20; Sustancia; material; cabeza; reportados; Fecha; del; peligroso; Media; suministrar; 4 ;  2; tanto; bajo; debido; vomitar; como; Aflojar; producto; expuesta; Enjuagar; ingrediente; Lave; ingerido; cuello; pudiera; confidencialidad; Acetona; superior; 2 ; oral; A; un; coloque; 1; lleva; conocimiento; proteger; peligroso No inducir al vómito a menos que lo indique expresamente el personal médico En caso de vómito, se debe mantener la cabeza baja de manera que el vómito no entre en los pulmones Procurar atención médica No suministrar nada por vía oral a una persona inconsciente Si está inconsciente, coloque en posición de recuperación y obtenga atención médica inmediatamente Asegure una buena circulación de aire Aflojar todo lo que pudiera estar apretado, como el cuello de una camisa, una corbata, un cinturón Enjuagar los ojos inmediatamente con mucha agua, levantando ocasionalmente los párpados superior e inferior Verificar si la víctima lleva lentes de contacto y en este caso, retirárselas; nafta; que; por; CAS; clasificado; Alto; siente; mucha; Retirar; se; 1 ; aplicables;  95-63; cantidades;  123-42;  2.8 ; la; manera; 64742-95-6; 7 ; o; riesgo;  100-41;  25068-38; rango; sobre; las; mezcla; es; 109-99-9; ambiente; 111-76-2; Etilbenceno; mantener; 17 ; y; 14808-60-7; si;  109-99; alguna; obtenga; disolvente; bisfenol; este; Mezcla; ≥25 ; medio; proporcione; Base; esta; actual;  14808-60; US; a; Brillo; de; 26; e; 4; contacto",/ información sobre los componentes Nombre de ingrediente Concentración Número CAS Sustancia/mezcla ...
FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy_S03_002,FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy,3,Composición/información sobre los ingredientes,text,311,,,"aire; inmediatamente; inferior; los; artificial; en; menos; Lavar; una; Procurar; al; proporcionar; lentes; minutos; calzado; Si; camisa; inconsciente; buena; ayuda; hay; Verificar; corbata; capacitado; volver; usarlo; con; ser; boca; agua; En; mantenerla; use; peligroso para la persona que proporcione ayuda dar respiración boca a boca Procurar atención médica Si está inconsciente, coloque en posición de recuperación y obtenga atención médica inmediatamente Asegure una buena circulación de aire Aflojar todo lo que pudiera estar apretado, como el cuello de una camisa, una corbata, un cinturón; ocasionalmente; para; persona; otras; debe; lo; exposiciones; completamente; ojos; Transportar; enjuagando; personal; levantando; caso; apretado; no; el; todo; estar; Asegure; Limpiar; facilite; peligroso; contaminada; ocurre; como; Aflojar; libre; Enjuagar; Lave; cuello; pudiera; quejas; superior; Puede; contaminados; evite; un; coloque; lleva; u; paro;  10 ; por; ropa; que; mucha; respiratorio; la; dar; o; antes; es; abundante; usarla; y; si; guantes; obtenga; le; este; bien; proporcione; irregular; existan; a; de; reposo; e; contacto","Enjuagar los ojos inmediatamente con mucha agua, levantando ocasionalmente los párpados superior e i..."
FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy_S04_001,FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy,4,Primeros auxilios,text,448,,,aparato; significativos; inmediatamente; los; cantidad; auxilios; primeros; en; HG; ha; inmediata; salud; una; tratamientos; envenenamientos; contemple; Por; piel; conocen; dato; No; pueden; Si; Tratamientos; riesgos; sospecha; presentes; su; ayuda; Los; grave; hay; especialista; con; Corlar; ser; implique; peligroso para la persona que proporcione ayuda dar respiración boca a boca; siguientes; boca; agua; use; efectos; para; persona; adecuada; especial; ocular; importantes; gran; ojos; Signos; Primeros; personal; caso; Contactar; Vea; usar; Notas; no; el; inhalado; necesidad; ninguna; lagrimeo; Efectos; Fecha; peligroso; del; adversos; Media;  2; contaminada; enrojecimiento; Lave; potenciales; tratamiento; ingerido; Puede; adecuado; un; dolor; que; agudos; ropa; provocar; Alto; se; incluir;  3;  2.8 ; la; dar; o; riesgo; entrenamiento; Contacto; recibir; antes; 17 ; y; si; guantes; Provoca; medida; encargada; bien; proporcione; Base; vapores; US; Tratar; a; Brillo; de; 26; rescate,Contacto con los ojos Contacto con la piel Por inhalación Ingestión : : : : Descripción de los prime...
FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy_S05_001,FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy,5,Medidas de lucha contra incendios,text,359,,,los; llevar; seco; en; completa; una; al; ocurra; deben; zona; contemple; alcantarillado; equipo; No; Desplazar; pueden; todas; filtran; Los; personas; positiva; envases; puede; productos; causar; esto; con; calentamiento; implique; siguientes; agua; En; espuma; fuego; Medios; combate; para; Peligros; materiales; presión; especial; peligrosos; personal; facial; contra; caso; grupos; peligrosa; usar; seguir; no; el; contenedores; sin; ninguna; Equipo; lugar; del; apropiado; residuos; Use; compuestos; peligrosos Peligros específicos de la sustancia química peligrosa o mezcla Los productos de descomposición pueden incluir los siguientes materiales: dióxido de carbono monóxido de carbono óxidos de azufre compuestos halógenos; adecuado; pulverizada; neblina; inflamables; un; opere; hacerse; s; que; lejos; recipiente; se; sustancia; incluir; bomberos; refrigerar; la; modo; o; carbono; Medidas; aumento; riesgo; entrenamiento; chorro; evacuando; incidente; Productos; las; incendio; mezcla; Utilizar; azufre; y; si; proximidades; polvo; medida; apropiados; especiales; vapores; a; de; expuestos,"s En caso de incendio, aísle rápidamente la zona evacuando a todas las personas de las proximidades ..."
FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy_S06_001,FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy,6,Medidas en caso de liberación accidental,text,508,,,aparato; sistema; aire; Retire; los; Proporcione; proceda; absorbente; en; mismo; alrededores; HG; diatomeas; contaminado; ha; pertinentes; una; relativas; al; sentido; Precauciones; canales; deben; contemple; entre; envase; locales; equipo; Evite; prueba; No; sea; alcantarillas; personales; todas; ver; autoridades; Detener; contratista; adecuados; su; equipos; accidental; emergencia; envases; tomarse; puede; fumar; esto; con; Corlar; implique; causado; agua; herramientas; tierra; procedimiento; presentar; desechos; para; acuerdo; camine; adecuada; materiales; Apagar; Informe; viento; tal; personal; encendido; absorbentes; caso; derrames; indica; Llevar; presenta; no; el; normativas; Trate; material; sin; ninguna; puestos; Fecha; del; Media; permitir;  2; deje; apropiado; como; producto; Use; tratamiento; vertido; medioambiental; chispas; adecuado; fuentes; inadecuado; suelo; neblina; derramado; un; Evacuar; derrame; arena; desecharlo; peligro Evite respirar vapor o neblina Proporcione ventilación adecuada Llevar un aparato de respiración apropiado cuando el sistema de ventilación sea inadecuado Llevar puestos equipos de protección personal adecuados Para personal de no emergencia Fecha de emisión : 4/17 Corlar 2; que; recoger; por; Alto; Nota; autorizado; se; vapor; colocar; reducidas;  2.8 ; la; residuales; Medidas; o; entrada; riesgo; entrenamiento; fuga; innecesario; sobre; respirar; las; ambiente; planta; peligro; uso; 17 ; ventilación; y; si; llamas; toque; medida;  13; aguas; cuando;  4; medio; combustibles; bengalas; Base; Para; US; Aproximarse; a; Brillo; de; 26; El; vermiculita; Disponga; contacto,"o fuga accidental Precauciones personales, equipo de protección y procedimiento de emergencia : No s..."
FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy_S06_002,FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy,6,Medidas en caso de liberación accidental,text,280,,,aire; Retire; los; seco; en; Diluir; ha; pertinentes; al; absorber; canales; prueba; Evite; equipo; Si; alcantarillas; limpieza; autoridades; necesario; Detener; contratista; adecuados; su; Gran; insoluble; soluble; emergencia; envases; esto; con; causado; agua; herramientas; tierra; frente; desechos; para; contenedor; materiales; Derrame; especial; Informe; personal; fregar; derrames; usar; presenta; no; el; material; del; bajo; hacer; producto; residuos; Use; medioambiental; chispas; adecuado; suelo; derramado; derrame; un; por; ropa; Nota; autorizado; se; colocar; respuesta; la; o; Alternativamente; riesgo; fuga; inerte; sobre; las; es; Consultar; y; emergencias; si; cuenta; fuera; medio; fugas; Para; a; de; Disponga; contacto,Nota: Véase la para información de contacto de emergencia y la para eliminación de desechos : Evite ...
FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy_S07_001,FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy,7,Manejo y almacenamiento,text,500,,,aparato; sistema; prohibido; los; beber; vea; en; menos; HG; produzcan; Almacenar; introducir; vuelva; Mantener; uno; al; alejado; Precauciones; trabajar; cerrados; trata; deben; Conservar; entre; envase; locales; piel; equipo; Evite; prueba; separada; No; manipula; pueden; sea; todas; normas; otra; haber; almacenamiento; Los; personas; manipular; descubierto; homologada; adicional; envases; fumar; con; ser; herramientas; comer; proceso; trabajan; lavarse; cualquier; comprendido; Manejo; calor; hecho; medidas; lugares; seguridad; para; acuerdo; comedor; adecuada; adecuadamente; materiales; cara; utilizar; garantizar; peligrosos; ojos; ventilados; instrucciones; personal;  5; explosiones; compatible; Quitar; cerrado; usar; Llevar; no; el; entrar; Las; acerca; material; Fecha; del; Condiciones; Media;  2; Orientaciones; contaminada; ingerir; apropiado; producto; Use; chispas; adecuado; inadecuado; neblina; un; espacios; 1; general; almacena; cargas; retienen; donde; tomar; que; ropa; Alto; recipiente; autorizado; se; manos; vapor; peligrosos No vuelva a usar el envase : Precauciones que se deben tomar para garantizar un manejo seguro Fecha de emisión : 5/1Corlar 2;  2.8 ; la; Medidas; o; precauciones; incompatibilidad;  8; original; sobre; antecedentes; respirar; ocupacional; higiene; las; antes; incluida; utilice; uso; ventilación; y; conservar; llamas; manejo; este; alternativo; seguro; especiales; cuando; Evitar; Base; US; a; Brillo; de; 26; fuente,"Orientaciones sobre higiene ocupacional general Está prohibido comer, beber o fumar en los lugares d..."
FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy_S07_002,FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy,7,Manejo y almacenamiento,text,499,,,"sellado; separado; 2018; los; Eliminar; protegido; en; Ninguno; horas; HG; Almacenar; incompatibles; vuelva; Estado;  5 ; momento; Mantener; al; Precauciones; deben; Conservar; comida; envase; locales; vertical; Unidos; OSHA PEL 1989 (Estados Unidos, 3/1989) TWA: 10 mg/m³ 8 horas Estado: Polvo total OSHA PEL (Estados Unidos, 5/2018) TWA: 15 mg/m³ 8 horas Estado: Polvo total CAL OSHA PEL (Estados Unidos, 5/2018) TWA: 5 mg/m³, (as Ti) 8 horas Estado: respirable fraction TWA: 10 mg/m³, (as Ti) 8 horas Estado: total dust ACGIH TLV (Estados Unidos, 1/2022) TWA: 2;  10; separada; No; Ti; directa; todas; normas; ver; obtener; llave; almacenamiento; Los; evitar; OSHA PEL 1989 (Estados Unidos, 3/1989) TWA: 50 ppm 8 horas TWA: 240 mg/m³ 8 horas NIOSH REL (Estados Unidos, 10/2020) TWA: 50 ppm 10 horas TWA: 240 mg/m³ 10 horas OSHA PEL (Estados Unidos, 5/2018) TWA: 50 ppm 8 horas TWA: 240 mg/m³ 8 horas CAL OSHA PEL (Estados Unidos, 5/2018) TWA: 240 mg/m³ 8 horas TWA: 50 ppm 8 horas; homologada; 2020; titanio; envases; usarlo; con; as; NIOSH; epiclorhidrina; han; cualquier; bebida; alcohol; Manejo; cerrarse; seguridad; para; acuerdo;  1; previo; contenedor; materiales; oxidantes; ppm;  2.5 ; garantizar; OSHA;  240 ; Consulte;  5; derrames; Diacetona; cerrado; usar; ACGIH TLV (Estados Unidos, 1/2022) TWA: 50 ppm 8 horas TWA: 238 mg/m³ 8 horas OSHA PEL 1989 (Estados Unidos, 3/1989) TWA: 50 ppm 8 horas TWA: 240 mg/m³ 8 horas NIOSH REL (Estados Unidos, 10/2020) TWA: 50 ppm 10 horas TWA: 240 mg/m³ 10 horas OSHA PEL (Estados Unidos, 5/2018) TWA: 50 ppm 8 horas TWA: 240 mg/m³ 8 horas CAL OSHA PEL (Estados Unidos, 5/2018) TWA: 240 mg/m³ 8 horas TWA: 50 ppm 8 horas; no; el; contenedores; respirable;  1989 ; acerca; dust; total; sin; Fecha; del; Condiciones;  50 ; Media; PEL; sol;  2; bajo; ventilada;  15 ; abiertos; producto; fraction; Polvo; adecuado; fuentes; un; 1; luz; 2022;  10 ; CAL; tomar; que; Alto; mg; se; cuidadosamente; II; seca; nueve;  3; TWA;  2.8 ; 1989; la;  8 ; o; incompatibilidad; ACGIH TLV (Estados Unidos, 1/2022) TWA: 2; etiquetar; almacenar; original; las; incluida; compatibles; Estados; ambiente; escalas; TLV; uso; y; hasta; sido; manejo; mantenerse; bisfenol; seguro; bien; medio; Base; REL; ACGIH; almacenimiento; US; a; Brillo; Guardar; de; 26; A; fresca;  238 ",No vuelva a usar el envase : Precauciones que se deben tomar para garantizar un manejo seguro Fecha ...
FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy_S07_003,FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy,7,Manejo y almacenamiento,text,77,,," 8 ;  1989 ; 2018; Trimethyl;  50 ; Ninguno; horas; PEL; Estados; 2;  25 ;  125 ; OSHA PEL (Estados Unidos, 5/2018) TWA: 240 mg/m³ 8 horas TWA: 50 ppm 8 horas nafta disolvente (petróleo), fracción aromática ligera Ninguno 1,2,4-Trimetilbenceno OSHA PEL 1989 (Estados Unidos, 3/1989) [Trimethyl benzene] TWA: 25 ppm 8 horas TWA: 125 mg/m³ 8 horas;  1; disolvente; ppm; Unidos; ligera; OSHA;  240 ; CAL; Trimetilbenceno; nafta;  5; mg;  3; benzene; 4; TWA; 1989","TWA: 50 ppm 8 horas TWA: 240 mg/m³ 8 horas CAL OSHA PEL (Estados Unidos, 5/2018) TWA: 240 mg/m³ 8 ho..."
FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy_S08_001,FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy,8,Controles de exposición/protección personal,text,504,,,"C; 2018; Xilenos; Nombre; horas; HG; m; Butoxietanol;  5 ;  125 ; control; laboral; minutos; Unidos; piel;  10; trimethylbenzene; and; all; 2020;  150 ; Corlar; NIOSH; mixtures;  120 ;  2400 ;  1;  655 ;  97 ; ppm;  750 ; OSHA PEL (Estados Unidos, 5/2018) [trimethylbenzene, all isomers] TWA: 125 mg/m³ 8 horas TWA: 25 ppm 8 horas 2-Butoxietanol ACGIH TLV (Estados Unidos, 1/2022) TWA: 20 ppm 8 horas OSHA PEL 1989 (Estados Unidos, 3/1989) Absorbido a través de la piel TWA: 25 ppm 8 horas TWA: 120 mg/m³ 8 horas NIOSH REL (Estados Unidos, 10/2020) Absorbido a través de la piel TWA: 5 ppm 10 horas TWA: 24 mg/m³ 10 horas OSHA PEL (Estados Unidos, 5/2018) Absorbido a través de la piel TWA: 50 ppm 8 horas TWA: 240 mg/m³ 8 horas CAL OSHA PEL (Estados Unidos, 5/2018) Absorbido a través de la piel TWA: 97 mg/m³ 8 horas TWA: 20 ppm 8 horas Xilenos, mezcla isómeros OSHA PEL 1989 (Estados Unidos, 3/1989) [Xylenes (o-, m-, p-isomers)] TWA: 100 ppm 8 horas TWA: 435 mg/m³ 8 horas STEL: 150 ppm 15 minutos STEL: 655 mg/m³ 15 minutos OSHA PEL (Estados Unidos, 5/2018) [Xylenes (o-, m-, p-isomers)] TWA: 100 ppm 8 horas TWA: 435 mg/m³ 8 horas CAL OSHA PEL (Estados Unidos, 5/2018) [xylene] STEL: 655 mg/m³ 15 minutos STEL: 150 ppm 15 minutos C: 300 ppm TWA: 435 mg/m³ 8 horas TWA: 100 ppm 8 horas ACGIH TLV (Estados Unidos, 1/2022) [p-xylene and mixtures containing p-xylene] Ototoxicante TWA: 20 ppm 8 horas Acetona ACGIH TLV (Estados Unidos, 1/2022) TWA: 250 ppm 8 horas STEL: 500 ppm 15 minutos OSHA PEL 1989 (Estados Unidos, 3/1989) TWA: 750 ppm 8 horas TWA: 1800 mg/m³ 8 horas Fecha de emisión : 7/17 Corlar 2; OSHA;  240 ;  590 ; personal;  5;  435 ;  7;  1989 ; Fecha;  50 ; Media; PEL;  2;  15 ;  25 ; ingrediente; Acetona; isomers; 2022;  10 ; CAL;  250 ; Alto; mg;  3; TWA;  2.8 ; 1989; la;  8 ;  100 ; o;  300 ; xylene; Xylenes; mezcla;  20 ; Estados; TLV; 17 ;  500 ; Ototoxicante; Absorbido; p; STEL;  1000 ; Controles;  1800 ; REL; Base; ACGIH TLV (Estados Unidos, 1/2022) TWA: 10 ppm 8 horas CAL OSHA PEL (Estados Unidos, 5/2018) [trimethylbenzene, all isomers] TWA: 125 mg/m³ 8 horas TWA: 25 ppm 8 horas 2-Butoxietanol ACGIH TLV (Estados Unidos, 1/2022) TWA: 20 ppm 8 horas OSHA PEL 1989 (Estados Unidos, 3/1989) Absorbido a través de la piel TWA: 25 ppm 8 horas TWA: 120 mg/m³ 8 horas NIOSH REL (Estados Unidos, 10/2020) Absorbido a través de la piel TWA: 5 ppm 10 horas TWA: 24 mg/m³ 10 horas OSHA PEL (Estados Unidos, 5/2018) Absorbido a través de la piel TWA: 50 ppm 8 horas TWA: 240 mg/m³ 8 horas CAL OSHA PEL (Estados Unidos, 5/2018) Absorbido a través de la piel TWA: 97 mg/m³ 8 horas TWA: 20 ppm 8 horas Xilenos, mezcla isómeros OSHA PEL 1989 (Estados Unidos, 3/1989) [Xylenes (o-, m-, p-isomers)] TWA: 100 ppm 8 horas TWA: 435 mg/m³ 8 horas STEL: 150 ppm 15 minutos STEL: 655 mg/m³ 15 minutos OSHA PEL (Estados Unidos, 5/2018) [Xylenes (o-, m-, p-isomers)] TWA: 100 ppm 8 horas TWA: 435 mg/m³ 8 horas CAL OSHA PEL (Estados Unidos, 5/2018) [xylene] STEL: 655 mg/m³ 15 minutos STEL: 150 ppm 15 minutos C: 300 ppm TWA: 435 mg/m³ 8 horas TWA: 100 ppm 8 horas ACGIH TLV (Estados Unidos, 1/2022) [p-xylene and mixtures containing p-xylene] Ototoxicante TWA: 20 ppm 8 horas Acetona ACGIH TLV (Estados Unidos, 1/2022) TWA: 250 ppm 8 horas STEL: 500 ppm 15 minutos OSHA PEL 1989 (Estados Unidos, 3/1989) TWA: 750 ppm 8 horas TWA: 1800 mg/m³ 8 horas Fecha de emisión : 7/17 Corlar 2; ACGIH; containing;  6; US;  24 ; a; Brillo; de; 26",/ protección personal Nombre de ingrediente Límites de exposición Parámetros de control Límites de e...
FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy_S08_002,FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy,8,Controles de exposición/protección personal,text,505,,,"C; 2018; horas; HG; Estado;  5 ; Tetrahidrofurano;  125 ; 2016; crystalline; minutos; Unidos;  130 ; piel;  10; Z3; non; OSHA PEL (Estados Unidos, 5/2018) [Silica, crystalline] TWA: 50 µg/m³ 8 horas Estado: Polvo respirable OSHA PEL Z3 (Estados Unidos, 6/2016); 2020;  1780 ; Corlar; NIOSH;  2400 ;  200 ;  1; ppm;  750 ; ACGIH TLV (Estados Unidos, 1/2022) Ototoxicante TWA: 20 ppm 8 horas OSHA PEL 1989 (Estados Unidos, 3/1989) TWA: 100 ppm 8 horas TWA: 435 mg/m³ 8 horas STEL: 125 ppm 15 minutos STEL: 545 mg/m³ 15 minutos NIOSH REL (Estados Unidos, 10/2020) TWA: 100 ppm 10 horas TWA: 435 mg/m³ 10 horas STEL: 125 ppm 15 minutos STEL: 545 mg/m³ 15 minutos OSHA PEL (Estados Unidos, 5/2018) TWA: 100 ppm 8 horas TWA: 435 mg/m³ 8 horas CAL OSHA PEL (Estados Unidos, 5/2018) STEL: 130 mg/m³ 15 minutos STEL: 30 ppm 15 minutos TWA: 22 mg/m³ 8 horas TWA: 5 ppm 8 horas Tetrahidrofurano ACGIH TLV (Estados Unidos, 1/2022) Absorbido a través de la piel TWA: 50 ppm 8 horas STEL: 100 ppm 15 minutos OSHA PEL 1989 (Estados Unidos, 3/1989) TWA: 200 ppm 8 horas TWA: 590 mg/m³ 8 horas STEL: 250 ppm 15 minutos STEL: 735 mg/m³ 15 minutos NIOSH REL (Estados Unidos, 10/2020) TWA: 200 ppm 10 horas TWA: 590 mg/m³ 10 horas STEL: 250 ppm 15 minutos STEL: 735 mg/m³ 15 minutos OSHA PEL (Estados Unidos, 5/2018) TWA: 200 ppm 8 horas TWA: 590 mg/m³ 8 horas CAL OSHA PEL (Estados Unidos, 5/2018) STEL: 735 mg/m³ 15 minutos STEL: 250 ppm 15 minutos Fecha de emisión : 8/17 Corlar 2; OSHA;  590 ; 3 ; personal;  5;  435 ; respirable;  7;  1989 ; Fecha;  50 ; Media; Silica; PEL;  735 ;  2;  15 ; OSHA PEL (Estados Unidos, 5/2018) TWA: 1000 ppm 8 horas TWA: 2400 mg/m³ 8 horas CAL OSHA PEL (Estados Unidos, 5/2018) STEL: 1780 mg/m³ 15 minutos STEL: 750 ppm 15 minutos C: 3000 ppm TWA: 1200 mg/m³ 8 horas TWA: 500 ppm 8 horas Etilbenceno ACGIH TLV (Estados Unidos, 1/2022) Ototoxicante TWA: 20 ppm 8 horas OSHA PEL 1989 (Estados Unidos, 3/1989) TWA: 100 ppm 8 horas TWA: 435 mg/m³ 8 horas STEL: 125 ppm 15 minutos STEL: 545 mg/m³ 15 minutos NIOSH REL (Estados Unidos, 10/2020) TWA: 100 ppm 10 horas TWA: 435 mg/m³ 10 horas STEL: 125 ppm 15 minutos STEL: 545 mg/m³ 15 minutos OSHA PEL (Estados Unidos, 5/2018) TWA: 100 ppm 8 horas TWA: 435 mg/m³ 8 horas CAL OSHA PEL (Estados Unidos, 5/2018) STEL: 130 mg/m³ 15 minutos STEL: 30 ppm 15 minutos TWA: 22 mg/m³ 8 horas TWA: 5 ppm 8 horas Tetrahidrofurano ACGIH TLV (Estados Unidos, 1/2022) Absorbido a través de la piel TWA: 50 ppm 8 horas STEL: 100 ppm 15 minutos OSHA PEL 1989 (Estados Unidos, 3/1989) TWA: 200 ppm 8 horas TWA: 590 mg/m³ 8 horas STEL: 250 ppm 15 minutos STEL: 735 mg/m³ 15 minutos NIOSH REL (Estados Unidos, 10/2020) TWA: 200 ppm 10 horas TWA: 590 mg/m³ 10 horas STEL: 250 ppm 15 minutos STEL: 735 mg/m³ 15 minutos OSHA PEL (Estados Unidos, 5/2018) TWA: 200 ppm 8 horas TWA: 590 mg/m³ 8 horas CAL OSHA PEL (Estados Unidos, 5/2018) STEL: 735 mg/m³ 15 minutos STEL: 250 ppm 15 minutos Fecha de emisión : 8/17 Corlar 2; Polvo; 2022;  10 ; CAL;  30 ;  250 ; Alto; mg;  3;  545 ; TWA;  2.8 ; 1989; la;  8 ;  22 ;  100 ;  8;  20 ; Estados; Etilbenceno; TLV; 17 ;  500 ; Ototoxicante; Absorbido;  1200 ; STEL;  1000 ; Controles;  1800 ; REL; Base; silica; ACGIH;  6; US; a; Brillo; de;  3000 ; 26",TWA: 750 ppm 8 horas TWA: 1800 mg/m³ 8 horas Fecha de emisión : 7/17 Corlar 2.8 HG Epóxico Alto Bril...
FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy_S08_003,FDS 1 - Corlar 2.8 HG Epóxico Alto Brillo - Base Media copy,8,Controles de exposición/protección personal,text,512,,,"ejecutar; 2018; los; verificar; sustancias; en; horas; tiempo; usado; menos; HG; Teniendo; estimar; 2; Estado; salpicaduras; gases; una; OSHA PEL (Estados Unidos, 5/2018) [Silica, crystalline] TWA: 50 µg/m³ 8 horas Estado: Polvo respirable OSHA PEL Z3 (Estados Unidos, 6/2016) TWA: 30 mg/m³ / (%SiO2+2) 8 horas Estado: Polvo total CAL OSHA PEL (Estados Unidos, 5/2018) TWA: 0; Antes; impermeables; 2016; crystalline; deben; usados; OSHA PEL (Estados Unidos, 5/2018) STEL: 735 mg/m³ 15 minutos STEL: 250 ppm 15 minutos Fecha de emisión : 8/17 Corlar 2; minutos; posibilidad; Unidos; propiedades; Z3; equipo; lloviznas; Si; cuerpo; especificados; riesgos; non; aprobado; normas; necesario; varias; evitar; durante; preciso; especialista; productos; puede; periodo; grado; Cuando; con; manejen; ser; Corlar; tarea; En; presente; Guantes; para;  200 ; exactitud; involucrados; cara; utilizar; debe; ppm; ocular; mezclas; OSHA; ojos;  590 ; 3 ; personal; indique; formadas;  5; contra; caso; toda; indica; usar; no; el; respirable; siguiente; cumplan; material; total; Equipo; Fecha; del;  50 ; Media; Silica; PEL;  735 ;  2; debido; gafas;  15 ; SiO2; producto; Polvo; diferente; requiere; superior; electricidad; un; CAL;  30 ; exija; que; por; mantienen; ropa;  250 ; Alto; tener; mg; se; Es; manos; existe; TWA;  2.8 ; cada; la;  8 ; protector; o; riesgo; aprobadas;  8; las; es; Estados; uso; 17 ; protectoras; y; seleccionar; sus; si; cuenta; guantes; siempre; STEL; este; polvos; Controles; resistentes; cuando;  0.05 ; Base; silica;  6; US; cumpla; a; Brillo; de; 26; fabricante; contacto","TWA: 590 mg/m³ 8 horas CAL OSHA PEL (Estados Unidos, 5/2018) STEL: 735 mg/m³ 15 minutos STEL: 250 pp..."
